character,line,episode
Pam:, Aww-- ,no6-08.php
Michael:,  I literally-- I put no thought into the wrapping at all.  Might as well of been toilet paper.  ,no6-08.php
Helene:,"  [opens present, reads inscription] A scrapbook of our first memories by Michael Gary Scott.  For my girlfriend Helene on your birthday.  [laughs]  ",no6-08.php
Michael:,  That's just an arbitrary title.,no6-08.php
Helene:," Ok, there's a penny.  What's that from?",no6-08.php
Jim:, Penny for your thoughts.,no6-08.php
Helene:,"  It was from the wishing well at the mall.  You threw it in.  I went back later, waded in and I found it.",no6-08.php
Jim:, Wow.,no6-08.php
Pam:, That's amazing.,no6-08.php
Michael:,"  It's not amazing... at all.  It's sort of weird that I went and did that.  And now your wish won't come true, so that blows.  ",no6-08.php
Helene:,  [looking through the book]  A poem!,no6-08.php
Michael:, Oh that I plagiarized I think.,no6-08.php
Helene:, [reading]  I can not go to school today said little Peggy Ann McKay... ,no6-08.php
Jim:, [whispers to Pam] Shel Silverstein.,no6-08.php
Pam:, Yeah.,no6-08.php
Helene:," Um-- I have the measles and the mumps, a gash, a rash and purple bumps. And my teachers really mean-- Happy Birthday , I love you Helene.  ",no6-08.php
Pam:,  That's really nice Michael.  ,no6-08.php
Michel:, I think it sucks.,no6-08.php
Helene:,"  I think it's wonderful, absolutely wonderful.",no6-08.php
Michael:,"  Well, that's because you and I have very different tastes and you like lame things.  It's a generational-- sort of gap between us.  ",no6-08.php
Helene:,  [hugging book] God... it's a scrapbook.,no6-08.php
Pam:,  Home run Michael.,no6-08.php
Jim:,  You set the bar so high.,no6-08.php
Michael:,  That was a bunt.  ,no6-08.php
Andy:,"  Whoa, whoa Dwight.  I'm going to do this.  ",no6-08.php
Dwight:,"  Hey, hey, hey--  relax I got it covered.",no6-08.php
Andy:,"  No, I insist.",no6-08.php
Dwight:," No, no, no, no, no, no, I insist.   [pushes Andy out of the room and locks the door] ",no6-08.php
Andy:,"  Ok, Dwight this is ridiculous.",no6-08.php
Dwight:,  Don't worry about it.  You can just owe me.,no6-08.php
Pam:, Hey. Where'd you go?,no6-08.php
Michael:," Oh, just went to the bathroom.",no6-08.php
Pam:,  And then you stopped at the bar on the way back?,no6-08.php
Michael:, I got thirsty. ,no6-08.php
Pam:," Okay, weirdo.  Come on.  It's time for cake.",no6-08.php
Michael:,"  Honestly, for a long time I thought I was going to grow old with Holly.  And then I met Helene.  And she is great and she already knows and has done everything  that I have ever wanted to do and can tell me about it.  But, I think I want to do those things myself.  ",no6-08.php
Pam:,  Cakes really good.  ,no6-08.php
Helene:,"  Oh, I know.  I love how they use butter cream frosting.",no6-08.php
Michael:,"  Finish your cake, Helene.",no6-08.php
Helene:,  Hmmm?,no6-08.php
Michael:,"  I want you to enjoy that cake because I have something terrible  I need to tell you.  I want you to enjoy your cake before I tell you this terrible, terrible thing.  ",no6-08.php
Michael:,"  Helene I think you're a wonderful person and I-- God-- I've enjoyed dating you and being your boyfriend so much.  But I have to consider Pam's feelings as a friend and a co-worker I can not in good conscience continue to date you, when I know what this is doing to her.  ",no6-08.php
Pam:,"  Michael.  Michael ,it's okay.",no6-08.php
Michael:,  No it's not.  ,no6-08.php
Pam:,"  I know that it took me a little while to come around and its still a little weird to get used to, but you obviously make my mom very happy.  And that makes me happy.",no6-08.php
Michael:,  Wow.  That just-- you've really grown.  ,no6-08.php
Pam:, Well-- ,no6-08.php
Michael:," [covering eyes] Thank you Pam. And I hope you are as gracious during this next part.  Helene, once again you are a wonderful person and you have lived a great life and I envy it.  And I want it someday, but just in the future.  You need somebody who-- who understands your references.  Who is Kafkaesque?  I've never-- I don't know him.  There's another woman.  And her name is Italy... and skydiving... and bungee jumping.  ",no6-08.php
Jim:,"  Okay, so-- ",no6-08.php
Michael:," And I want kids.  And you... unfortunately, have already completed that part of your journey down there.  ",no6-08.php
Pam:, Michael.,no6-08.php
Michael:,  It's not my decision.  It's mother nature.  And mother has very strict rules about fer--  [waitress comes over to pour water; long pause] -- tility.,no6-08.php
Helene:,"  I, um-- I got it.",no6-08.php
Helene:,  I'm 58.  What am I supposed to do now?,no6-08.php
Michael:,"  Well, hobbies-- ",no6-08.php
Jim:, Stop.,no6-08.php
Andy:, [reaching for something on the top shelf]  Ahh.  ,no6-08.php
Dwight:, What's going on?,no6-08.php
Andy:,  Stupid things wedged up there.  No one in this office will help me.,no6-08.php
Dwight:," Alright, move it.  ",no6-08.php
Andy:,  What if Dwight dies and I still owe him something?  That is a recipe for a ghost.,no6-08.php
Dwight:," Oh yeah, you're going to owe me big time.",no6-08.php
Andy:, It's like a little envelope-- there you go.,no6-08.php
Dwight:, Got it. [looks at envelope] To Dwight. Wha--  [opens envelope] Starbucks gift card.  ,no6-08.php
Andy:, Surprise! [laughs]  It's from everybody.  $15 value.,no6-08.php
Dwight:,  Dammit.  I am no closer to taking Jim down.  What a waste of a day.  I could of grown poisoned mushrooms that would have been this high by now. [bends over and hold hand about 1/2 an inch from the floor]  They're mushrooms.  They don't get that high.,no6-08.php
Michael:,  Pamela Beesly Halpert-- ,no6-08.php
Pam:, What?,no6-08.php
Michael:, May I have a word with you in my office please?,no6-08.php
Pam:, I am working.,no6-08.php
Michael:," Well, this is a work related matter.  ",no6-08.php
Pam:, Really?,no6-08.php
Michael:, Yes.,no6-08.php
Pam:, Really?,no6-08.php
Michael:," Yes.  Join me please, won't you? [Pam gets up and follows Michael into his office]  I am going to give you a raise.  ",no6-08.php
Pam:, Why?,no6-08.php
Michael:, Because of all the good work you've done.,no6-08.php
Pam:,  I have the lowest sales record of anyone here.,no6-08.php
Michael:,"  That's-- no, no-- it's not about numbers, Pam.  It's about attitude.",no6-08.php
Pam:,  I have the worst attitude of any person here.  ,no6-08.php
Michael:,  Do you want the raise or what?,no6-08.php
Pam:,"  Yeah, I'll take it. [turns to leave]",no6-08.php
Michael:," Hey, Pam, Pam-- with this raise there are strings attached.  [Pam sighs]  And the string is attached from my heart to your mean attitude.  ",no6-08.php
Pam:,  You're bribing me?,no6-08.php
Michael:, No!  No-- no I am not.  Unless you want me to.  DO you want me to? Cause I will.  I will bribe you.  No.  Your face is saying don't-- unless I haven't offered you enough... your face isn't changing.  What is it?  Talk to me face.  Tell me what Pam's brain is thinking.  Come on!  What do you want? What do you want?  Do you want a million dollars?  Do you want to hit me?  Want me to get down on one knee and beg you or-- ,no6-08.php
Pam:,  I want to hit you.,no6-08.php
Michael:,  What?,no6-08.php
Pam:,  I want to hit you.  I'll do that.  ,no6-08.php
Michael:," [nervous laughter] Oh-- okay , what? I don't-- Are you kidding?",no6-08.php
Pam:, No.  Are you kidding?,no6-08.php
Michael:, Ye-- No.  Alright.  I'll take off my jacket and tense my stomach and you can just-- ,no6-08.php
Pam:,  No.  I don't think I can hit you in the office.  ,no6-08.php
Michael:,  Okay.,no6-08.php
Pam:,"  So, um... we'll do it after work.  In the parking lot.  In front of everyone.  I'm going to hit you as hard as I can.",no6-08.php
Michael:, Okay.,no6-08.php
Pam:, Okay.,no6-08.php
Michael:, Okay.  ,no6-08.php
Pam:, See you then.,no6-08.php
Michael:,  See you.,no6-08.php
Ryan:, Hey.,no6-08.php
Michael:, Hey.,no6-08.php
Ryan:,  Quick question.  ,no6-08.php
Kelly:, Yeah.,no6-08.php
Ryan:, Are you scared?,no6-08.php
Michael:, Never.  About what?  A little-- what are you talking-- ,no6-08.php
Ryan:,  We heard about the punch.  ,no6-08.php
Michael:, What punch?,no6-08.php
Kelly:,  Pam.  She's going to punch the crap out of your face after work.   ,no6-08.php
Michael:, I'm pretty sure we said slap.  ,no6-08.php
Kelly:," No, it's a punch and Pam has that crazy pregnancy strength now.",no6-08.php
Ryan:,  I'm getting concerned that you don't seem to understand what's going to happen.  Do you?,no6-08.php
Michael:, I-- mmm-- I'm good.,no6-08.php
Ryan:,  alright.  See you there.,no6-08.php
Michael:,  Hey.,no6-08.php
Jim:,  Hey.,no6-08.php
Michael:, Do you and Pam ever get frisky?,no6-08.php
Jim:, Inappropriate.,no6-08.php
Michael:, I mean-- do you ever wrestle with each other?,no6-08.php
Jim:,  All the time.  ,no6-08.php
Michael:, Really?,no6-08.php
Jim:, Yeah.,no6-08.php
Michael:, She strong?,no6-08.php
Jim:, She wants it bad Michael.,no6-08.php
Michael:, Can you stop this?,no6-08.php
Jim:,  I can.,no6-08.php
Michael:, Okay.  ,no6-08.php
Jim:,  And I don't support her choice to hit you.  ,no6-08.php
Michael:, I don't either.,no6-08.php
Jim:,  But at the same time she looks crazy and I do understand her reasoning.  ,no6-08.php
Michael:, Mmm-hmm.  I know.  ,no6-08.php
Jim:,  I just need some time.,no6-08.php
Michael:, You gotta do something-- ,no6-08.php
Jim:,  I just need some time. Just give me some time to make a decision.,no6-08.php
Michael:, How much time do you think you'll need?,no6-08.php
Jim:, No more than a week.  Maybe two weeks.  ,no6-08.php
Michael:," Come on, man!",no6-08.php
Toby:," Pam, can I talk to you for a second?",no6-08.php
Pam:, Oh... ,no6-08.php
Toby:,"  I heard about the hit.  Just-- make sure it's off company property, right?",no6-08.php
Pam:,  Right.  ,no6-08.php
Toby:,"  Okay, I think we should probably be okay.",no6-08.php
Pam:, Okay.,no6-08.php
Toby:,  Okay.  And-- the-the power-- comes from the back foot.  So its-- its all one motion through the-- body.  So you stay a little low and there's a twist.  You keep your shoulder down and you kind of throw out the arm.  [demonstrates punch] Pow!,no6-08.php
Pam:, [stands up; gets into stance] Okay wait-- it's-- you're saying it comes from the foot.,no6-08.php
Toby:, Yes.  ,no6-08.php
Pam:, Okay. [punches Toby's hand],no6-08.php
Toby:, Yes.,no6-08.php
Pam:, Wow!,no6-08.php
Toby:, Okay.,no6-08.php
Meredith:,"  Hey everybody, he's not in the men's room although the seat was warm so we may have just missed him.  ",no6-08.php
Kevin:,  My money's on Pam.,no6-08.php
Oscar:,  It's not a fight.  What other outcome could there be?,no6-08.php
Kevin:,  Michael could win.,no6-08.php
Oscar:,  How?  He can't hit back.  ,no6-08.php
Kevin:,  Why can't you just agree with me sometimes? ,no6-08.php
Michael:, Am I scared of getting hit in the face?  No.  Everyday weirdo's pay dominatrix's hundreds of dollars for that very privilege.  I'm scared I'm gonna love it.  [claps hands] Let's do this.  ,no6-08.php
Michael:, It's okay guys... I can handle this.  Everybody can go home.,no6-08.php
Kevin:,"  We're here for the show, Michael.  ",no6-08.php
Michael:, You're just a bunch of voyeurs.  Are you eating popcorn?,no6-08.php
Kelly:,  It has almost no calories.  ,no6-08.php
Pam:,  Are you ready?,no6-08.php
Michael:, Yes.  ,no6-08.php
Pam:," [goes to punch Michael; he flinches] You have to keep your hands down, Michael.",no6-08.php
Michael:,  I know. [sighs] Okay.  Alright.  [Pam goes to punch him again] Oh-- God!,no6-08.php
Pam:," Michael, you have to put your hands down.",no6-08.php
Angela:,  Put your hands in your pockets.,no6-08.php
Michael:," Okay! [braces himself] Pam, Pam-- I'm really sorry.  I'm sorry.  ",no6-08.php
Pam:,  What are you sorry for?,no6-08.php
Michael:, So many things.  I don't know.  It's hard to choose.  ,no6-08.php
Pam:,  How about for dating my mom?,no6-08.php
Michael:, Maybe that-- ,no6-08.php
Pam:,  And dumping her on her birthday.,no6-08.php
Michael:, Yes.,no6-08.php
Pam:,  Okay-- just-- don't ever date a member of my family again.  ,no6-08.php
Michael:,  Okay.  I promise.  [Pam starts to walk away] For the record your mom came on to me. [Pam turns around and slaps him; he gasps]  ,no6-08.php
Phyllis:,  Holy crap.,no6-08.php
Pam:,  Are you okay?,no6-08.php
Michael:, No!,no6-08.php
Pam:,  You're okay.,no6-08.php
Jim:,  Feel better?,no6-08.php
Pam:, No.  You were right.,no6-08.php
Dwight:," [walks with Michael back into the office; Michael is clutching is face and limping] Wait, why are you limping?",no6-08.php
Michael:,  I don't know.,no6-08.php
Dwight:,  Let's get some raw meat on that face.  I got a chicken in the freezer upstairs.,no6-08.php
Michael:," As I watched Pam's big, strong hand coming towards my face I saw my entire life flash before my eyes.  And guess what?  I have four kids.  And I have a hover-car and a hover-house.  And my wife is a runner and it shows.  And Pam and Jim are my best friends and our kids play together.  And I am happy and I am rich and I never die.  It doesn't sound like much, but its enough for me.",no6-08.php
Michael:, Ahh... [Dwight is holding a frozen chicken to his face],no6-08.php
Dwight:,"  Good, good.  Keep it on there for another five minutes.  Just let the swelling go down.",no6-08.php
Michael:, Oh thank you.  Thanks.  I owe you one Dwight.    ,no6-08.php
Dwight:,  Fire Jim.,no6-08.php
Michael:,  No.,no6-08.php
Dwight:, I'm cashing in the favor.  Fire him.,no6-08.php
Michael:, What are you talking about-- ,no6-08.php
Dwight:, Do it.  Promote me.  Tri-managers.  ,no6-08.php
Michael:,  Forget that.,no6-08.php
Dwight:,  Can I have an office?,no6-08.php
Michael:,  No.,no6-08.php
Dwight:,  You know what you can keep your stupid favor.  It's worthless.  And this is my dinner on your face.  I'm keeping it.  ,no6-08.php
Michael:, [pats face] Oh that feels better.  ,no6-08.php
Dwight:,"  [screaming, Phyllis and Dwight wrestling]  Got you!  Broken arm!  Boom Boom Boom!  Broken Nose! Boom Boom Boom Boom!  Broken Nose!  Boom!  Ha, gonna flip you!",no6-09.php
Jim:,"  Once a year Dwight holds a seminar updating us on the newest developments in the world of karate... because as we all know, the one thing thousand year martial arts do all the time is change.",no6-09.php
Dwight:,"  How can I pose this to you in a relatable way?  You are all members of the Yakuza and you happen to be visiting the Lackawanna trolley museum... and you are attacked by triads... how can you hold them off until your clan arrives?  You cannot go wrong with a throat punch [screams, pretends to punch Meredith in the throat]",no6-09.php
Jim:,"  OK, so there's no defense for that, good to know.",no6-09.php
Dwight:,"  No, there is a defense for that.  Let me demonstrate.  Someone attack me.  Kevin, go!",no6-09.php
Kevin:,  No way.  Last time you pulled my pants down and then you tried to choke me with my shoelace.,no6-09.php
Dwight:,  False.  I did choke you with your shoelace.  Now come at me!,no6-09.php
Jim:,"  OK, with all due respect to everyone here, I think the most worthy opponent of you is you.",no6-09.php
Dwight:,  That is correct.  Unless there happened to be measles present.,no6-09.php
Jim:,"  So let's just say that Dwight has come at you with the throat punch.  Now how would you, Dwight, defend against it?",no6-09.php
Dwight:,  Easy.  Allow me to demonstrate.  I am attacking myself with a throat punch.  Here it comes. [gives himself a fake throat punch]  Block.  Grasp wrist as such. [grasps wrist] ,no6-09.php
Jim:,"  And what if he comes at you with the other hand, because he does have two.",no6-09.php
Dwight:,"  Good point.  Second, throat punch, absorb the blow. [gives himself another throat punch and proceeds to both attack and defend himself]  Groin punch, hip block, elbow to the gut.  Uh oh, up to the nose.  No, you're not.  Ow!  Oh!",no6-09.php
Jim:,"  Oh my God, he's making you look like such a fool.",no6-09.php
Dwight:," He really is, but not for long.  [steps on foot]  Ow! Instep, oh, not again.  [more screaming] You let go, you let go.  Oh, you're right, I can't hold on.",no6-09.php
Jim:,  You two are so evenly matched I don't know how one of you is going to get the upper hand.,no6-09.php
Dwight:,  The important thing to remember Jim... we always have what is called the element of surprise. [hits himself in the groin and moans],no6-09.php
Michael:,  But I would say my favorite art form is a tie between sculpting and stand up comedy.,no6-09.php
Andy:,  I did stand up comedy once.,no6-09.php
Michael:,  You did?,no6-09.php
Andy:,"  Yeah, I killed.",no6-09.php
Michael:,  That sounds like it was hilarious.,no6-09.php
Andy:, It was hilarious.,no6-09.php
Dwight:,  Michael?,no6-09.php
Michael:,  Yes?,no6-09.php
Dwight:,  What is the meaning of this email that everyone got?,no6-09.php
Michael:,"  You'll have to be more specific Dwight, I get like eight emails a day.",no6-09.php
Dwight:," This one, from David Wallace to all Dunder Mifflin.",no6-09.php
Michael:,"  Woo hoo, shout out!",no6-09.php
Dwight:,  Hello everyone I am sure you have seen the item in the Journal.  I just want to stress that it's all conjecture.  If there's any concrete news you will know ASAP.,no6-09.php
Michael:,"  Erin, do we have the journal?",no6-09.php
Erin:,  Your feelings journal?  You told me to put it in the time capsule.,no6-09.php
Michael:,  Did you?,no6-09.php
Pam:,"  Michael, he means the Wall Street Journal online.",no6-09.php
Michael:," Oh, the Wall.",no6-09.php
Oscar:,"  I found the article. [everyone walks over to his desk, he begins reading the article]  ""On a day marked by panicked corporate board meetings, one that is relatively not surprising is Dunder Mifflin's.  It is rumored that they will recommend... "" and the article cuts off.",no6-09.php
Michael:,  It's $1.99 to finish the article.  I wonder what it was going to say? [no one makes a move to pay for the article],no6-09.php
Jim:,  Are you serious? [starts typing on the computer and Andy begins to lean in toward the computer],no6-09.php
Andy:," I got it, I got it... Oh, Tuna beat me to it.",no6-09.php
Phyllis:,"  ""It is rumored that they will recommend declaring bankruptcy.""",no6-09.php
Michael:,"  No, no, that doesn't make any sense.",no6-09.php
Stanley:,"  Oh lord, we're all gonna lose our jobs.",no6-09.php
Oscar:,"  Not necessarily, bankruptcy could mean a lot of things.  Maybe they're just restructuring to get out of debt.",no6-09.php
Michael:,"  Oh, that sounds awful.",no6-09.php
Oscar:,  Or it could mean the end of Dunder Mifflin.,no6-09.php
Michael:,"  Oh God.  Well, that's an interesting theory.",no6-09.php
Dwight:,  You know what?  You can all have jobs at Schrute Farms as human scarecrows.  It doesn't pay much and you can't unionize.,no6-09.php
David Wallace's Secretary:,"  I'm sorry, Michael, David's in a meeting.",no6-09.php
Michael:,"  Ah, well maybe you should spy on him.  [in Valley Girl voice] Oh my God, wouldn't that be hilarious! [laughs]",no6-09.php
David Wallace's Secretary:,"  Um, I'll just have him call you back.",no6-09.php
Michael:,"  OK, OK.  Good.  I'll catch you on the flippity flip.  Bye. [hangs up phone]  He's busy, he'll call me back when he's free.",no6-09.php
Kevin:,"  [retching sounds coming from the men's bathroom, Kevin walks to the door and goes in] Michael, are you OK?  Did you throw up in there?",no6-09.php
Michael:,"  No, I'm just poopin'.  You know how I be.",no6-09.php
Kevin:,  It smells like throw up in here.,no6-09.php
Michael:,  Crazy world.  Lotta smells.,no6-09.php
Kelly:,"  [in lunch room with several coworkers]  Guys, what if this is our last day at work?  What if we never see each other ever again?  [Andy scoffs and looks over at Erin, Erin looks sad]",no6-09.php
Andy:,"  I like Erin. There, I said it.  I was kinda hoping she would ask me out, but things have not panned out on that front, so... it is time for the Nard Dog to take matters into his own paws.",no6-09.php
Jim:,"  [Michael in his office playing music loudly, Jim walks in and turns the volume down, Michael trailing off on singing]  We have to do something because people are losing it out there wondering what's going to happen.",no6-09.php
Michael:,"  OK, we need some sort of distraction for everybody.  Anything new on YouTube?  Doesn't even need to be good.  Oh God, I can't think, need more Mullins. ",no6-09.php
Jim:,"  Listen, Wallace said these were just rumors, right? So we have no reason to think the company is anything but fine.  So if we just go on with our work, you and me, they'll follow along.",no6-09.php
Michael:," Monkey see, monkey do.",no6-09.php
Jim:,  That's it.,no6-09.php
Michael:,  Monkey pee all over you.,no6-09.php
Jim:,"  That rhymes, so what have we on the docket today?",no6-09.php
Michael:,  We have a monthly staff meeting,no6-09.php
Jim:,"  Alright, let's conference room it up! [everyone is now in the conference room]  Here's the deal guys.  There is no new information as of yet, so I suggest we all just keep working.",no6-09.php
Jim:,"  Sure I'm a little nervous, but doing our work will make us feel better.  I only slack off when things are good.",no6-09.php
Jim:," Customers have to use the coupon code from the website.  And as of now there is no differentiation between the letter O and the zero, but we are working on that. Stay tuned for that.",no6-09.php
Dwight:,  [Michael leaves] He needs me.  Seat saved infinity. [leaves],no6-09.php
Jim:,"  OK, great.",no6-09.php
Michael:," [walks back in, on cell phone] What? Oh my God!  [everyone starts asking questions]  There has been a murder.  There's been a murder in Savannah. [runs back to his office]",no6-09.php
Michael:,"  Games have the power to distract people from stressful situations.  Battleship got me through my parents' divorce.  Operation got me through my vasectomy, i.e., my operation.  I don't think I would have been able to endure my breakup with Holly had it not been for Toss Across.",no6-09.php
Meredith:," [reading the game box cover] Belles, Bourbon and Bullets, a murder mystery dinner party game.",no6-09.php
Michael:," It is so much fun.  Everybody plays a character, we go around the room, we try to figure out who did it... ",no6-09.php
Jim:,"  Hey, I am wondering if this is a, uh, terrible idea.",no6-09.php
Michael:,"  This is my call Jim, big picture stuff, it's about murder.",no6-09.php
Jim:,  I thought we agreed that we wouldn't do things like this.,no6-09.php
Michael:,"  Tube City, you owe me one.",no6-09.php
Jim:," Co-managing is a give and take.  You have to pick your battles.  One of the battles that I picked was to stop Michael from running plastic tubes all over the office and placing hamsters inside of them.  He was going to call it Tube City. So, yes, I do owe him one.",no6-09.php
Voice on CD player:,"  August the 5th, 1955.  It's a sad day down here in Savannah.  Local magnate Bill Bourbon was killed last night and all y'all have congregated tonight for a meal to celebrate Bill as he passes on to his great reward.  You're not just here to pay your respects, you have to figure out which of y'all is the no-count scoundrel who killed him.",no6-09.php
Stanley:,"  This is ridiculous. [gets up to leave, as does Angela]",no6-09.php
Michael:," There will be food. You leave, you do not get food.",no6-09.php
Stanley:,  What kind of food?,no6-09.php
Michael:,  Sandwich platters.,no6-09.php
Stanley:,  I'm in. [sits back down],no6-09.php
Michael:, Baby carrots. [Angela sits back down],no6-09.php
Michael:,"  OK, here are your character cards.  Take one, pass it down. Here is your prop box, some of your characters will have props.  Now, on your character card, it tells you who you are, and what your alibi is.  Everything else is up to your imagination.  So, if you talk slowly in real life, your character could, say, have been kicked in the head by a horse.",no6-09.php
Kevin:,"  Whoa, I'll try it.",no6-09.php
Michael:,"  OK, use your imaginations.",no6-09.php
Andy:,  Who'd you get?,no6-09.php
Erin:,"  Naughty Nellie Nutmeg, a vivacious young socialite with a penchant for scandal.",no6-09.php
Andy:,"  Oooooo, saucy.",no6-09.php
Erin:,  How about you?,no6-09.php
Andy:," Nathaniel Nutmeg, the local bartender and Nellie's brother.",no6-09.php
Angela:,"  Michael, I don't like this game.  It's scary.",no6-09.php
Michael:,  It's not scary.,no6-09.php
Angela:,  I don't like my character.,no6-09.php
Pam:,  Who are you?,no6-09.php
Angela:,"  Voodoo Mama Juju, the witch doctor of the Savannah swamps.  I'm not comfortable with this. [holds up a head]",no6-09.php
Michael:,"  Well how do you think I feel?  I mean I have to play Caleb Crawdad, handsome playboy.  Every night, a different woman.  Being oogled.  Having to hug and kiss and spoon, I make them feel beautiful.",no6-09.php
Michael:,"  [looks at Oscar who is using his phone, grabs it] Well, well, well.  What is this contraption, I do declare?",no6-09.php
Oscar:,"  It's my blackberry Michael, I am trying to get updates on the company.",no6-09.php
Michael:,"  Who's Michael?  I'm Caleb Crawdad, I do declare.",no6-09.php
Ryan:,"  You don't have to keep saying ""I do declare"".  Any time you say something it means you are declaring.",no6-09.php
Michael:,  That is the way Southern people talk.,no6-09.php
Jim:,  And what Designing Woman are you basing that on?,no6-09.php
Michael:,"  Delta Burke, I do declare.  Now, shall we get to the mystery?",no6-09.php
Pam:,"  I'll go.  [stands up, begins speaking with a southern accent]   My name is Deborah U. Tante.   Deb for short.  ",no6-09.php
Andy:,"  That's clever, Debutante.",no6-09.php
Pam:,  Bill Bourbon was my uncle.  I would have never hurt him any more than I'd hurt a June bug.,no6-09.php
Meredith:, Nice accent.  You sound like Forrest Gump.,no6-09.php
Pam:,  I do not.,no6-09.php
Andy:,"  Well, you do actually.  You've got this kinda like Florida Panhandle thing going, whereas what you really want is more of a Savannah accent, which is more like molasses just sorta spillin' out of your mouth.",no6-09.php
Kevin:," Oooo, now do the Swedish chef.",no6-09.php
Andy:,"  Uh, not familiar, what province is he from?",no6-09.php
Kevin:," He lives on Sesame Street, dumbass.",no6-09.php
Phyllis:,"  You know, I think I'm supposed to say something to Pam, I mean, Deb, OK?  [in character] I overheard you asking the butler where the pistol was kept.",no6-09.php
Dwight:,"  Wait a minute, wait a minute.  I'm the butler.  You were listening in on that?  You rich people.  You think you can do whatever you want to the servant class!",no6-09.php
Michael:,"  No, no, no. Don't turn this into a political thing.",no6-09.php
Dwight:,  I will poison your food.,no6-09.php
Andy:," I reckon I got something to say to Miss Beatrix Bourbon, if'n she don't mind.",no6-09.php
Michael:,"  Oooooo, doggie, we got a party now!",no6-09.php
Michael:, I do believe that the game is a big hit. People are really diving into their characters.,no6-09.php
Kevin:,  Y'all.,no6-09.php
Creed:,"  [Creed pulls into the parking lot and goes into the office]  Sorry I'm late, boss.  What's going on?",no6-09.php
Michael:,"  [accent] Sir, there has been a murder, and you are a suspect.",no6-09.php
Creed:,  OK. Hang on just a second.  Let me just settle in and I'll be right back.,no6-09.php
Michael:,"  Very good, very good.  Now, no one was there in the wine cellar. [Creed gets in his car and drives away]  ",no6-09.php
Andy:,  [in character] Hey there young lady.,no6-09.php
Erin:,  Hello.,no6-09.php
Andy:, I would be remiss if I did not ask the pretty young lady out on a date for this weekend.,no6-09.php
Erin:,"  Sounds like a plan, Sugar.",no6-09.php
Andy:," Alright, a plan it is.",no6-09.php
Dwight:,"  Voodoo Mama Juju, explain your dalliance with the Dark Arts.",no6-09.php
Angela:," It's not my fault, I was exposed to Harry Potter.",no6-09.php
Dwight:,  I know you did it!,no6-09.php
Dwight:,"  I know she didn't do it.  It's never the person you most suspect. It's also never the person you least suspect, since anyone with half a brain would suspect them the most.  Therefore I know the killer to be Phyllis, AKA Beatrix Bourbon, the person I most medium suspect.",no6-09.php
Kevin:,  [in character] Do you want to go out on a date with me?  We can make out by the horses.,no6-09.php
Erin:,"  Well, you know ol' Nellie's always up for a romp in the hay.",no6-09.php
Meredith:,  How about a threesome?,no6-09.php
Erin:,"  Yeah, my boudoir's always open.",no6-09.php
Kevin:,  Nice.,no6-09.php
Andy:,"  I'm a little worried I might have asked out Naughty Nellie and not Erin.  Which would be a whole lot less appealing, because Naughty Nellie says yes to everyone.  And she might be a murderer.",no6-09.php
Oscar:,"  I just got an email from corporate, specifically for Accounting to stop all payments to our vendors.",no6-09.php
Phyllis:,  What does that mean?,no6-09.php
Oscar:," Well, maybe nothing but it could mean a problem with liquidity-",no6-09.php
Michael:,"  [accent] Whoa. What's this strange Yankee accent coming out of your mouth, son?  This here's Savannah.",no6-09.php
Oscar:,"  [tries to speak in a high-pitched southern accent] This plantation, we're running low on greenbacks.  We're having problems paying the people who give us the seeds and the dirt.  We can't pay... [in regular voice] - Michael, I can't - Basically it could mean a lot of things, but it is unprecedented, so it's cause for concern.",no6-09.php
Jim:,"  OK, I'm going back to work.",no6-09.php
Michael:,  No no no no no no no. [accent] I'm going to skip forward to a relevant clue.  Here we go.,no6-09.php
Voice on CD player:,  Well by now you've figured out that ol' Beatrix Bourbon was the killer. ,no6-09.php
Phyllis:,"  Michael, I was doing so well.",no6-09.php
Michael:,"  [accent] Are you going to believe that? That is a mis- that's a misdirection.  We still don't know who the murderer is.  [everyone leaves] Nellie Nutmeg, come back in here.  I can't do this myself.  Voodoo Mama Juju... what am I gonna do?",no6-09.php
Jim:,"  OK, so Corporate is still in their meeting.",no6-09.php
Kevin:, That could be a good sign.,no6-09.php
Angela:,"  Hey everyone, Kevin's going to give us his take on the situation.  Let's listen up.",no6-09.php
Jim:,"  Alright guys, it's a work day and you guys work here, so let's go do some work.",no6-09.php
Kevin:,"  Now, Jim telling us all to work?  I think that is a very good sign.",no6-09.php
Angela:,  Don't just say things.,no6-09.php
Jim:,"  [Michael walks in] Oh, hey, Michael. Listen, I brought up those sales targets.  Do you want to-",no6-09.php
Michael:," [accent] I do believe you have me mistaken, my name is Caleb Crawdad. Y'all skedaddled way too soon.  We need to reopen this case.",no6-09.php
Jim:,"  No, you're not reopening the case.  The case is closed.",no6-09.php
Michael:,  No it ain't.,no6-09.php
Dwight:,"  Frankly, I'm not surprised.  A lot of the evidence seemed to be based on puns.",no6-09.php
Andy:,"  Just thinking about Weekend at Bernie's.  It's funny, the guy's dead the whole time.",no6-09.php
Erin:,  I haven't seen it.,no6-09.php
Andy:,"  Speaking of weekends, you excited about our date this weekend?",no6-09.php
Erin:,"  [accent] Of course, Nathaniel.",no6-09.php
Andy:,"  Yeah, OK.",no6-09.php
Erin:,  [accent] Where are you taking me?,no6-09.php
